activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,2316552,[],CHEMBL1001641,Antitumor activity against human TK10 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21.[Cl-],,,CHEMBL1151200,J. Nat. Prod.,2004.0,,CHEMBL258765,FASCAPLYSIN CHLORIDE,CHEMBL602937,5.27,0,http://www.openphacts.org/units/Nanomolar,714961,=,1,1,=,,IC50,nM,,5400.0,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,5.4
,2316553,[],CHEMBL1001641,Antitumor activity against human TK10 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1c2ccc(Br)cc2-[n+]2ccc3c([nH]c4ccccc43)c21.[Cl-],,,CHEMBL1151200,J. Nat. Prod.,2004.0,,CHEMBL470052,,CHEMBL1186567,,0,http://www.openphacts.org/units/Nanomolar,714962,>,1,1,>,,IC50,nM,,10000.0,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,10.0
,2316554,[],CHEMBL1001641,Antitumor activity against human TK10 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC1=C(CC/C(C)=C/CC/C(C)=C/CCC(CC(=O)O)C(=O)[O-])C(C)(C)CCC1.O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21,,,CHEMBL1151200,J. Nat. Prod.,2004.0,,CHEMBL446125,FASCAPLYSIN A,CHEMBL446125,,0,http://www.openphacts.org/units/Nanomolar,714960,>,1,1,>,,IC50,nM,,10000.0,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,10.0
,2330358,[],CHEMBL1025055,Cytotoxicity against human TK10 cells after 48 hrs by SRB assay,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,,,CHEMBL1158830,J. Nat. Prod.,2005.0,,CHEMBL1453,DIGITOXIGENIN,CHEMBL1453,7.12,0,http://www.openphacts.org/units/Nanomolar,737193,=,1,1,=,,IC50,nM,,76.5,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,nM,UO_0000065,,76.5
,2330361,[],CHEMBL1025055,Cytotoxicity against human TK10 cells after 48 hrs by SRB assay,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,,CHEMBL1158830,J. Nat. Prod.,2005.0,,CHEMBL254219,DIGITOXIN,CHEMBL254219,8.49,0,http://www.openphacts.org/units/Nanomolar,737192,=,1,1,=,,IC50,nM,,3.2,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,nM,UO_0000065,,3.2
,2330364,[],CHEMBL1025055,Cytotoxicity against human TK10 cells after 48 hrs by SRB assay,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,,CHEMBL1158830,J. Nat. Prod.,2005.0,,CHEMBL1751,DIGOXIN,CHEMBL1751,7.84,0,http://www.openphacts.org/units/Nanomolar,737194,=,1,1,=,,IC50,nM,,14.6,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,nM,UO_0000065,,14.6
,2330367,[],CHEMBL1025055,Cytotoxicity against human TK10 cells after 48 hrs by SRB assay,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,,,CHEMBL1158830,J. Nat. Prod.,2005.0,,CHEMBL1153,DIGOXIGENIN,CHEMBL1153,6.50,0,http://www.openphacts.org/units/Nanomolar,737195,=,1,1,=,,IC50,nM,,317.5,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,nM,UO_0000065,,317.5
,2330370,[],CHEMBL1025055,Cytotoxicity against human TK10 cells after 48 hrs by SRB assay,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)[C@@H](O)C[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,,CHEMBL1158830,J. Nat. Prod.,2005.0,,CHEMBL109317,GITOXIN,CHEMBL109317,6.88,0,http://www.openphacts.org/units/Nanomolar,737196,=,1,1,=,,IC50,nM,,131.2,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,nM,UO_0000065,,131.2
,2330373,[],CHEMBL1025055,Cytotoxicity against human TK10 cells after 48 hrs by SRB assay,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)[C@@H](O)C[C@]12O,,,CHEMBL1158830,J. Nat. Prod.,2005.0,,CHEMBL464658,GITOXIGENIN,CHEMBL464658,6.38,0,http://www.openphacts.org/units/Nanomolar,737213,=,1,1,=,,IC50,nM,,415.6,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,nM,UO_0000065,,415.6
,2330376,[],CHEMBL1025055,Cytotoxicity against human TK10 cells after 48 hrs by SRB assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,,CHEMBL1158830,J. Nat. Prod.,2005.0,,CHEMBL44657,ETOPOSIDE,CHEMBL44657,5.00,0,http://www.openphacts.org/units/Nanomolar,737214,=,1,1,=,,IC50,nM,,9952.5,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,nM,UO_0000065,,9952.5
,2472253,[],CHEMBL1035918,Antiproliferative activity against human TK-10 cells after 72 hrs by MTT assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)N1CCN(/[N+]([O-])=N/Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,,,CHEMBL1142542,Bioorg. Med. Chem.,2008.0,,CHEMBL455983,,CHEMBL455983,6.30,0,http://www.openphacts.org/units/Nanomolar,799840,=,1,1,=,,IC50,nM,,500.0,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,0.5
,2472254,[],CHEMBL1035918,Antiproliferative activity against human TK-10 cells after 72 hrs by MTT assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)N1CCCN(/[N+]([O-])=N/Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,,,CHEMBL1142542,Bioorg. Med. Chem.,2008.0,,CHEMBL212378,,CHEMBL212378,6.22,0,http://www.openphacts.org/units/Nanomolar,799839,=,1,1,=,,IC50,nM,,600.0,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,0.6
,3332836,[],CHEMBL1166093,Growth inhibition of human TK10 cells after 48 hrs by sulforhodamine B assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)c1ccccc1-c1ccc(-c2ccnc(NC(=O)Nc3cc(N4CCOCC4)cc(C(F)(F)F)c3)n2)cn1,,,CHEMBL1165943,Bioorg. Med. Chem.,2010.0,,CHEMBL1163290,,CHEMBL1163290,5.26,0,http://www.openphacts.org/units/Nanomolar,919535,=,1,1,=,,IC50,nM,,5460.0,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,5.46
,3332837,[],CHEMBL1166093,Growth inhibition of human TK10 cells after 48 hrs by sulforhodamine B assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)Nc1cccc(-c2ccc(-c3ccnc(NC(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)cn2)c1.Cl,,,CHEMBL1165943,Bioorg. Med. Chem.,2010.0,,CHEMBL1164847,,CHEMBL1199799,4.78,0,http://www.openphacts.org/units/Nanomolar,919537,=,1,1,=,,IC50,nM,,16800.0,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,16.8
,12051405,[],CHEMBL2154677,Cytotoxicity against human TK10 cells after 4 hrs by MTT assay,F,,,BAO_0000190,BAO_0000219,cell-based format,NCCNC(=O)C(CN)(Cc1ccc2ccccc2c1)Cc1ccc2ccccc2c1,,,CHEMBL2150936,Eur. J. Med. Chem.,2012.0,,CHEMBL1739368,,CHEMBL1739368,5.51,0,http://www.openphacts.org/units/Nanomolar,1731427,=,1,1,=,,IC50,nM,,3090.0,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,3.09
,13224232,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,CHEMBL1201861,,,,CHEMBL553,ERLOTINIB,CHEMBL553,6.07,0,http://www.openphacts.org/units/Nanomolar,1878455,=,5,1,=,,IC50,nM,,858.78,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,0.8587778543906224
,13224233,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,,,CHEMBL1201861,,,,CHEMBL413,SIROLIMUS,CHEMBL413,6.04,0,http://www.openphacts.org/units/Nanomolar,1878369,=,5,1,=,,IC50,nM,,916.03,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,0.9160319820644468
,13224234,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,,,CHEMBL1201861,,,,CHEMBL535,SUNITINIB,CHEMBL535,4.52,0,http://www.openphacts.org/units/Nanomolar,1878380,=,5,1,=,,IC50,nM,,30126.01,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,30.126012463712517
,13224235,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201861,,,,CHEMBL450786,PHA-665752,CHEMBL450786,,0,http://www.openphacts.org/units/Nanomolar,1878365,=,5,1,=,,IC50,nM,,234604.71,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,234.6047070101546
,13224236,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,,,CHEMBL1201861,,,,CHEMBL64925,MG-132,CHEMBL64925,6.59,0,http://www.openphacts.org/units/Nanomolar,1878342,=,5,1,=,,IC50,nM,,254.35,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,0.25435407159448226
,13224237,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,,,CHEMBL1201861,,,,CHEMBL428647,PACLITAXEL,CHEMBL428647,7.47,0,http://www.openphacts.org/units/Nanomolar,1878356,=,5,1,=,,IC50,nM,,33.56,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,0.033564678502255814
,13224238,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201861,,,,CHEMBL254129,CYCLOPAMINE,CHEMBL254129,,0,http://www.openphacts.org/units/Nanomolar,1878445,=,5,1,=,,IC50,nM,,1253277.0,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,1253.27700012886
,13224239,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1,,,CHEMBL1201861,,,,CHEMBL2144069,,CHEMBL2144069,5.18,0,http://www.openphacts.org/units/Nanomolar,1878412,=,5,1,=,,IC50,nM,,6647.99,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,6.647986321400751
,13224240,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201861,,,,CHEMBL1336,SORAFENIB,CHEMBL1336,,0,http://www.openphacts.org/units/Nanomolar,1878378,=,5,1,=,,IC50,nM,,232329.36,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,232.32935533458505
,13224241,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,,,CHEMBL1201861,,,,CHEMBL572878,TOZASERTIB,CHEMBL572878,5.27,0,http://www.openphacts.org/units/Nanomolar,1878388,=,5,1,=,,IC50,nM,,5354.69,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,5.354691004532249
,13224242,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201861,,,,CHEMBL941,IMATINIB,CHEMBL941,,0,http://www.openphacts.org/units/Nanomolar,1878468,=,5,1,=,,IC50,nM,,178702.25,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,178.70224767318157
,13224243,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,,,CHEMBL1201861,,,,CHEMBL509032,TAE-684,CHEMBL509032,5.98,0,http://www.openphacts.org/units/Nanomolar,1878352,=,5,1,=,,IC50,nM,,1050.63,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,1.0506342190849298
,13224244,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1201861,,,,CHEMBL601719,CRIZOTINIB,CHEMBL601719,,0,http://www.openphacts.org/units/Nanomolar,1878362,=,5,1,=,,IC50,nM,,117742.38,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,117.74237794813537
,13224245,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,,,CHEMBL1201861,,,,CHEMBL217092,SARACATINIB,CHEMBL217092,6.04,0,http://www.openphacts.org/units/Nanomolar,1878413,=,5,1,=,,IC50,nM,,906.69,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,0.9066933306386546
,13224246,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,N[C@@H](CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,,,CHEMBL1201861,,,,CHEMBL392695,S-TRITYL-L-CYSTEINE,CHEMBL392695,5.04,0,http://www.openphacts.org/units/Nanomolar,1878379,=,5,1,=,,IC50,nM,,9185.86,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,9.185856829005244
,13224247,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,,,CHEMBL1201861,,,,CHEMBL64925,MG-132,CHEMBL64925,5.89,0,http://www.openphacts.org/units/Nanomolar,1878394,=,5,1,=,,IC50,nM,,1283.97,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,1.2839702047818884
,13224248,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,,,CHEMBL1201861,,,,CHEMBL1421,DASATINIB,CHEMBL1421,7.93,0,http://www.openphacts.org/units/Nanomolar,1878447,=,5,1,=,,IC50,nM,,11.74,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,0.011736483980807302
,13224249,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,,,CHEMBL1201861,,,,CHEMBL483847,,CHEMBL483847,4.16,0,http://www.openphacts.org/units/Nanomolar,1878463,=,5,1,=,,IC50,nM,,69387.87,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,69.38786525563174
,13224250,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,,,CHEMBL1201861,,,,CHEMBL300389,,CHEMBL300389,7.24,0,http://www.openphacts.org/units/Nanomolar,1878440,=,5,1,=,,IC50,nM,,56.98,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,0.056984612712703935
,13224251,[],CHEMBL2363803,SANGER: Inhibition of human TK10 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNc1cc(N[C@H]2CC[C@@H](O)CC2)nc(Nc2ccc3c(ccn3Cc3ccccc3)c2)n1,,,CHEMBL1201861,,,,CHEMBL1242367,,CHEMBL1242367,5.11,0,http://www.openphacts.org/units/Nanomolar,1878439,=,5,1,=,,IC50,nM,,7791.68,CHEMBL614056,Homo sapiens,TK-10,9606,,,IC50,uM,UO_0000065,,7.791683913488176
